company,review_title,source_section,label,text,text_length,rating,review_date,source_url,language,clean_text,clean_text_length
Tata Consultancy Services,Tata Consultancy Services,pros,positive,"de trabajar en Tata Consultancy Services según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance and also many thing to grow as a employee and a person "" "" “ Job security is good for any roles” and TCS is described as being “on par with govt jobs” "" "" Location of the firm as its in the centre of the city and the work culture is also Good "" "" Good work environment and you have to work end to end on the project so learning is excellent. "" "" Good for learning and good opportunity if you are under good work (client). "" ¿Cuáles son las",571,3.5,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,en,de trabajar en tata consultancy service según las evaluaciones de empleados reale los usuarios dicen good work life balance thing grow employee person job security good role tcs describe par govt job location firm centre city work culture good good work environment work end end project learning excellent good learn good opportunity good work client cuále son las,364
Chubb,Poor management,pros,positive,"de trabajar en Chubb según las evaluaciones de empleados reales? Los usuarios dicen... "" Poor management and communication with staff "" "" No training and not organized "" "" Senior management is always talking Travelers this and Travelers that! "" "" Low bonus even though performance was good "" "" Upper management is apparently too dense to get this mindset figured out. """,369,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,en,de trabajar en chubb según las evaluaciones de empleados reale los usuarios dicen poor management communication staff training organize senior management talk traveler traveler low bonus performance good upper management apparently dense mindset figure,252
Chubb,Preguntas frecuentes sobre las evaluaciones de Chubb,pros,positive,"de trabajar en Chubb según las evaluaciones de empleados reales? Los usuarios dicen... "" Good benefits And networking opportunities "" "" great people ; I no longer work there but have many close friends still with the company "" "" Good work life balance because there is nothing to do on most teams except useless work "" "" It has a great culture and very flexible with working from home. "" "" good support and pay is not bad "" ¿Cuáles son las",439,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,en,de trabajar en chubb según las evaluaciones de empleados reale los usuarios dicen good benefit network opportunity great people long work close friend company good work life balance team useless work great culture flexible work home good support pay bad cuále son las,267
Chubb,sueldos,pros,positive,"de trabajar en Chubb según las evaluaciones de empleados reales? Los usuarios dicen... "" Good benefits And networking opportunities "" "" great people ; I no longer work there but have many close friends still with the company "" "" Good work life balance because there is nothing to do on most teams except useless work "" "" It has a great culture and very flexible with working from home. "" "" good support and pay is not bad "" ¿Cuáles son las",439,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,en,de trabajar en chubb según las evaluaciones de empleados reale los usuarios dicen good benefit network opportunity great people long work close friend company good work life balance team useless work great culture flexible work home good support pay bad cuále son las,267
Infosys,Technology analyst,pros,positive,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,150,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,strong brand value resume good training fresher decent work life balance team onsite opportunity available stable job environment,129
Infosys,Specialist Programmer,pros,positive,Stable Job no worries about layoffs,35,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,stable job worry layoff,23
Infosys,Low salary,pros,positive,"de trabajar en Infosys según las evaluaciones de empleados reales? Los usuarios dicen... "" Low salary when I joined and employees are not counted when it comes to priority. "" "" Very low to no salary hike and no promotion especially if you join as fresher and very hard to get a hike. "" "" Less pay and you have to be very lucky to get into pure software development projects "" "" Poor management and retaining for resources. "" "" You could be an awesome programmer but you might just end up being a really bad manager """,516,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,de trabajar en infosys según las evaluaciones de empleados reale los usuarios dicen low salary join employee count come priority low salary hike promotion especially join fresher hard hike pay lucky pure software development project poor management retain resource awesome programmer end bad manager,299
Infosys,Infosys,pros,positive,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,150,3.6,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,strong brand value resume good training fresher decent work life balance team onsite opportunity available stable job environment,129
Infosys,Evaluaciones por cargo,pros,positive,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,150,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,strong brand value resume good training fresher decent work life balance team onsite opportunity available stable job environment,129
Infosys,Recomendada,pros,positive,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,150,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,strong brand value resume good training fresher decent work life balance team onsite opportunity available stable job environment,129
Infosys,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,pros,positive,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,150,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,strong brand value resume good training fresher decent work life balance team onsite opportunity available stable job environment,129
Infosys,Slow salary growth Limited role flexibility Bureaucratic processes Project quality varies a lot Less exposure to latest tech in some roles,pros,positive,Slow salary growth Limited role flexibility Bureaucratic processes Project quality varies a lot Less exposure to latest tech in some roles,138,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,slow salary growth limit role flexibility bureaucratic process project quality vary lot exposure late tech role,111
Infosys,Recomendada,pros,positive,Stable Job no worries about layoffs,35,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,stable job worry layoff,23
Infosys,Stable Job no worries about layoffs,pros,positive,Stable Job no worries about layoffs,35,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,stable job worry layoff,23
Infosys,Preguntas frecuentes sobre las evaluaciones de Infosys,pros,positive,"de trabajar en Infosys según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance (Up to you if you do your work correctly instead of taking long coffee breaks) "" "" Work Culture of company is good and if you find good team then nothing is more flexible. "" "" Training is good and your job will be secure despite of ups and downs in the market "" "" Good campuses if in case you never got a college or school with a good campus "" "" The work environment is good if you are OK with the on site and offshore model. "" ¿Cuáles son las",557,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,de trabajar en infosys según las evaluaciones de empleados reale los usuarios dicen good work life balance work correctly instead take long coffee break work culture company good find good team flexible training good job secure despite up down market good campus case get college school good campus work environment good ok site offshore model cuáles son las,358
Infosys,Infosys,pros,positive,"de trabajar en Infosys según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance (Up to you if you do your work correctly instead of taking long coffee breaks) "" "" Work Culture of company is good and if you find good team then nothing is more flexible. "" "" Training is good and your job will be secure despite of ups and downs in the market "" "" Good campuses if in case you never got a college or school with a good campus "" "" The work environment is good if you are OK with the on site and offshore model. "" ¿Cuáles son las",557,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en,de trabajar en infosys según las evaluaciones de empleados reale los usuarios dicen good work life balance work correctly instead take long coffee break work culture company good find good team flexible training good job secure despite up down market good campus case get college school good campus work environment good ok site offshore model cuáles son las,358
Oracle,low salary,pros,positive,"de trabajar en Oracle según las evaluaciones de empleados reales? Los usuarios dicen... "" I was hired on a low salary and made my way up to being a very useful asset. "" "" No promotions and no bonuses (for promotions you need to go out of the company and come back) "" "" Managers seem to be caught up in politics and corruption quite frequently and are frequently bad at managing and very good at micromanagement. "" "" Advancement and avoiding frequent layoffs depends solely on politics and relationships with those above you. "" "" poor leadership ; managed by a spreadsheet and billable utilization with no other considerations; just a number """,642,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,en,de trabajar en oracle según las evaluaciones de empleados reale los usuarios dicen hire low salary way useful asset promotion bonus promotion need company come manager catch politic corruption frequently frequently bad manage good micromanagement advancement avoid frequent layoff depend solely politic relationship poor leadership manage spreadsheet billable utilization consideration number,392
Oracle,Preguntas frecuentes sobre las evaluaciones de Oracle,pros,positive,"de trabajar en Oracle según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance given so that you become lazy and settle down for less and compromise "" "" The benefits are good ; it is nice to have access to the Oracle University classes. "" "" Enjoyed working with the marketing team and the people there are great and easy to get along with. "" "" work culture is good and your work is seen by all the people in the hierarchy "" "" Good and flexible work from home "" ¿Cuáles son las",510,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,en,de trabajar en oracle según las evaluaciones de empleados reale los usuarios dicen good work life balance give lazy settle compromise benefit good nice access oracle university class enjoy work marketing team people great easy work culture good work see people hierarchy good flexible work home cuále son las,308
Oracle,Oracle,pros,positive,"de trabajar en Oracle según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance given so that you become lazy and settle down for less and compromise "" "" The benefits are good ; it is nice to have access to the Oracle University classes. "" "" Enjoyed working with the marketing team and the people there are great and easy to get along with. "" "" work culture is good and your work is seen by all the people in the hierarchy "" "" Good and flexible work from home "" ¿Cuáles son las",510,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,en,de trabajar en oracle según las evaluaciones de empleados reale los usuarios dicen good work life balance give lazy settle compromise benefit good nice access oracle university class enjoy work marketing team people great easy work culture good work see people hierarchy good flexible work home cuále son las,308
IBM,Low salary,pros,positive,"de trabajar en IBM según las evaluaciones de empleados reales? Los usuarios dicen... "" Low salary and the increment was less than 2% even top performer unless you got band promotion "" "" • Hard to get a promotion unless you have a good manager that is respected and fights for you "" "" Low pay with joke of a raise every year (if you even get one). "" "" No Salary hike .No On site opportunity.Very few are lucky getting visas and traveled to on "" "" Poor leadership : One senior exec's ego is much larger than his brain; no longer values employees. """,546,2.0,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,en,de trabajar en ibm según las evaluaciones de empleados reale los usuarios dicen low salary increment performer get band promotion hard promotion good manager respect fight low pay joke raise year salary hike site opportunity lucky get visa travel poor leadership senior exec s ego large brain long value employee,312
IBM,Preguntas frecuentes sobre las evaluaciones de IBM,pros,positive,"de trabajar en IBM según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance and good to be able to work from home although that’s often at the discretion of your manager "" "" The people are great and the Extreme Blue program was excellent for learning principles of product design. "" "" flexible work from home for female employee a great "" "" 1. Extremely good work culture 2. Packages are good 3. Direct contact to senior level employees "" "" Good benefits backed by a solid fortune 50 company with world class products and services. "" ¿Cuáles son las",583,3.9,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,en,de trabajar en ibm según las evaluaciones de empleados reale los usuarios dicen good work life balance good able work home s discretion manager people great extreme blue program excellent learn principle product design flexible work home female employee great extremely good work culture package good direct contact senior level employee good benefit back solid fortune company world class product service cuále son las,419
IBM,IBM,pros,positive,"de trabajar en IBM según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance and good to be able to work from home although that’s often at the discretion of your manager "" "" The people are great and the Extreme Blue program was excellent for learning principles of product design. "" "" flexible work from home for female employee a great "" "" 1. Extremely good work culture 2. Packages are good 3. Direct contact to senior level employees "" "" Good benefits backed by a solid fortune 50 company with world class products and services. "" ¿Cuáles son las",583,3.9,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,en,de trabajar en ibm según las evaluaciones de empleados reale los usuarios dicen good work life balance good able work home s discretion manager people great extreme blue program excellent learn principle product design flexible work home female employee great extremely good work culture package good direct contact senior level employee good benefit back solid fortune company world class product service cuále son las,419
Apex Systems,No benefits,pros,positive,"de trabajar en Apex Systems según las evaluaciones de empleados reales? Los usuarios dicen... "" No benefits as a W2 contractor unless you want to dip into your already low check "" "" poor management from both HR and the Client "" "" Can't think of any",248,2.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,en,de trabajar en apex systems según las evaluaciones de empleados reale los usuarios dicen benefit w contractor want dip low check poor management hr client t think,162
Apex Systems,Preguntas frecuentes sobre las evaluaciones de Apex Systems,pros,positive,"de trabajar en Apex Systems según las evaluaciones de empleados reales? Los usuarios dicen... "" Great people and very competitive "" "" Great culture and tons of potential!There are a lot of tenured employees to learn from and utilize as strong resources. "" "" Hiring staff has maintained good communication as contract renewals and advocating for my extension "" "" great work life balance and flexibilty "" "" uncapped commission but only if you are lucky and set up with the right accounts from the start. "" ¿Cuáles son las",519,3.7,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,en,de trabajar en apex systems según las evaluaciones de empleados reale los usuarios dicen great people competitive great culture ton potential lot tenure employee learn utilize strong resource hire staff maintain good communication contract renewal advocate extension great work life balance flexibilty uncapped commission lucky set right account start cuále son las,365
Apex Systems,Apex Systems,pros,positive,"de trabajar en Apex Systems según las evaluaciones de empleados reales? Los usuarios dicen... "" Great people and very competitive "" "" Great culture and tons of potential!There are a lot of tenured employees to learn from and utilize as strong resources. "" "" Hiring staff has maintained good communication as contract renewals and advocating for my extension "" "" great work life balance and flexibilty "" "" uncapped commission but only if you are lucky and set up with the right accounts from the start. "" ¿Cuáles son las",519,3.7,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,en,de trabajar en apex systems según las evaluaciones de empleados reale los usuarios dicen great people competitive great culture ton potential lot tenure employee learn utilize strong resource hire staff maintain good communication contract renewal advocate extension great work life balance flexibilty uncapped commission lucky set right account start cuále son las,365
Luxoft,No bonuses,pros,positive,"de trabajar en Luxoft según las evaluaciones de empleados reales? Los usuarios dicen... "" No bonuses and depending on the client you can same boring work "" "" No job security and can’t change the project. "" "" Not interesting projects at all, a lot of bureaucracy "" "" project manager was completely not interested. "" "" Old project with old tech stacks. """,352,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,en,de trabajar en luxoft según las evaluaciones de empleados reale los usuarios dicen bonus depend client boring work job security t change project interesting project lot bureaucracy project manager completely interested old project old tech stack,245
Google,Pay at google,pros,positive,Good benefits in every way,26,4.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,good benefit way,16
Google,"Good work-life balance and culture, but pay lags",pros,positive,Good WLB and good culture,25,3.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,good wlb good culture,21
Google,Amazing,pros,positive,Great brainstorming questions and good interviewers as they help along.,71,5.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,great brainstorming question good interviewer help,50
Google,Google,pros,positive,Good benefits in every way,26,4.4,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,good benefit way,16
Google,Reviews by job title,pros,positive,Good benefits in every way,26,3.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,good benefit way,16
Google,Recommend,pros,positive,Good benefits in every way,26,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,good benefit way,16
Google,Good benefits in every way,pros,positive,Good benefits in every way,26,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,good benefit way,16
Google,Recommend,pros,positive,Good WLB and good culture,25,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,good wlb good culture,21
Google,Good WLB and good culture,pros,positive,Good WLB and good culture,25,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,good wlb good culture,21
Google,Recommend,pros,positive,Great brainstorming questions and good interviewers as they help along.,71,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,great brainstorming question good interviewer help,50
Google,Great brainstorming questions and good interviewers as they help along.,pros,positive,Great brainstorming questions and good interviewers as they help along.,71,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,great brainstorming question good interviewer help,50
Google,Google reviews FAQs,pros,positive,"of working at Google according to real employee reviews? Users say... "" My teammates were really great people and did a lot to help me get up and running.' "" "" great benefits and I do believe they build some of the best products out there. "" "" It was a great environment and culture that I looked forward to going to every day. "" "" In those positions you can have a good work/life balance and just use all the benefits "" "" Would recommend Software Engineering/Development/PM at Google if you want a nice comfy job with perks and good pay . "" What are the",554,4.4,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,work google accord real employee review user teammate great people lot help run great benefit believe build good product great environment culture look forward go day position good work life balance use benefit recommend software engineering development pm google want nice comfy job perk good pay,297
Google,Google,pros,positive,"of working at Google according to real employee reviews? Users say... "" My teammates were really great people and did a lot to help me get up and running.' "" "" great benefits and I do believe they build some of the best products out there. "" "" It was a great environment and culture that I looked forward to going to every day. "" "" In those positions you can have a good work/life balance and just use all the benefits "" "" Would recommend Software Engineering/Development/PM at Google if you want a nice comfy job with perks and good pay . "" What are the",554,4.4,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en,work google accord real employee review user teammate great people lot help run great benefit believe build good product great environment culture look forward go day position good work life balance use benefit recommend software engineering development pm google want nice comfy job perk good pay,297
Meta,Live and Die by Optics,pros,positive,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",119,3.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,great benefit office perk get diminish budget cut despite time high stock value,79
Meta,Could be worse.,pros,positive,"#1 in pay, short of OpenAI, Anthropic, etc.",43,4.0,"Mar 26, 2026",https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,pay short openai anthropic etc,30
Meta,Losing direction,pros,positive,"Great benefits, compensation and nice colleagues",48,2.0,"Mar 26, 2026",https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,great benefit compensation nice colleague,41
Meta,Meta,pros,positive,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",119,3.7,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,great benefit office perk get diminish budget cut despite time high stock value,79
Meta,Reviews by job title,pros,positive,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",119,3.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,great benefit office perk get diminish budget cut despite time high stock value,79
Meta,Recommend,pros,positive,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",119,,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,great benefit office perk get diminish budget cut despite time high stock value,79
Meta,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",pros,positive,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",119,,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,great benefit office perk get diminish budget cut despite time high stock value,79
Meta,Recommend,pros,positive,"#1 in pay, short of OpenAI, Anthropic, etc.",43,1.0,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,pay short openai anthropic etc,30
Meta,"#1 in pay, short of OpenAI, Anthropic, etc.",pros,positive,"#1 in pay, short of OpenAI, Anthropic, etc.",43,1.0,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,pay short openai anthropic etc,30
Meta,Recommend,pros,positive,"Great benefits, compensation and nice colleagues",48,,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,great benefit compensation nice colleague,41
Meta,"Great benefits, compensation and nice colleagues",pros,positive,"Great benefits, compensation and nice colleagues",48,,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,great benefit compensation nice colleague,41
Meta,Meta reviews FAQs,pros,positive,"of working at Meta according to real employee reviews? Users say... "" The company has great benefits and really makes sure you and your family have everything you need. "" "" The people are great and you won’t see any of the same perks at other companies. "" "" I think that some of the pros are the that it has a good pay and is in a nice place like california "" "" 1) Work with the best 2) Always get challenged but in a positive way 3) Caring environment 4) good salary "" "" Free food and Life@ expenses are nice "" What are the",524,3.7,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en,work meta accord real employee review user company great benefit make sure family need people great win t perk company think pro good pay nice place like california work good challenge positive way caring environment good salary free food life expense nice,256
