company,review_title,source_section,label,text,text_length,rating,review_date,source_url,language,clean_text,clean_text_length
Chubb,Recomendada,pros,positive,Flexibles en horarios y vacaciones Buen sueldo Buenas Prestaciones Híbrido o Remoto,83,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es,flexible horario vacación sueldo prestación híbrido remoto,58
Chubb,Flexibles en horarios y vacaciones Buen sueldo Buenas Prestaciones Híbrido o Remoto,pros,positive,Flexibles en horarios y vacaciones Buen sueldo Buenas Prestaciones Híbrido o Remoto,83,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es,flexible horario vacación sueldo prestación híbrido remoto,58
Chubb,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos,pros,positive,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos,152,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es,ambiente laboral malo exceso curso obligatorio cambio management seguido desconexión rh equipo desconexión equipo,113
Chubb,Recomendada,pros,positive,"La ventaja es que al ser practicante y tener tiempo parcial se acomoda muy bien a tus estudios, además el formato híbrido es ideal como estudiante.",147,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es,ventaja practicante tiempo parcial acomoda estudio formato híbrido ideal estudiante,83
Chubb,"La ventaja es que al ser practicante y tener tiempo parcial se acomoda muy bien a tus estudios, además el formato híbrido es ideal como estudiante.",pros,positive,"La ventaja es que al ser practicante y tener tiempo parcial se acomoda muy bien a tus estudios, además el formato híbrido es ideal como estudiante.",147,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es,ventaja practicante tiempo parcial acomoda estudio formato híbrido ideal estudiante,83
Chubb,La organización y comunicación debería mejorar.,pros,positive,La organización y comunicación debería mejorar.,47,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es,organización comunicación deber mejorar,39
Chubb,Recomendada,pros,positive,Flexibilidad Aprendizaje Buen lugar Crecimiento Estabilidad,59,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es,flexibilidad aprendizaje lugar crecimiento estabilidad,54
Chubb,Flexibilidad Aprendizaje Buen lugar Crecimiento Estabilidad,pros,positive,Flexibilidad Aprendizaje Buen lugar Crecimiento Estabilidad,59,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es,flexibilidad aprendizaje lugar crecimiento estabilidad,54
Infosys,Evaluación continua,pros,positive,Múltiples clientes con los cuales puedes trabajar,49,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es,múltiple cliente poder trabajar,31
Infosys,Recomendada,pros,positive,Múltiples clientes con los cuales puedes trabajar,49,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es,múltiple cliente poder trabajar,31
Infosys,Múltiples clientes con los cuales puedes trabajar,pros,positive,Múltiples clientes con los cuales puedes trabajar,49,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es,múltiple cliente poder trabajar,31
Infosys,Se aprecia que el pipeline de new hires es mayor al número de personal de RH,pros,positive,Se aprecia que el pipeline de new hires es mayor al número de personal de RH,76,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es,apreciar pipeline new hir número personal rh,44
Oracle,somos pollitos de colores,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,sueldo ambiente trabajo oficina seguro medico,45
Oracle,Recomendado,pros,positive,Prestaciones superiores a la ley Buenas Instalaciones,53,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,prestación superior ley instalación,35
Oracle,Mexico,pros,positive,Buenas prestaciones Salario medio Buen equipo,45,2.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,prestación salario equipo,25
Oracle,Oracle,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,3.6,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,sueldo ambiente trabajo oficina seguro medico,45
Oracle,Evaluaciones por cargo,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,sueldo ambiente trabajo oficina seguro medico,45
Oracle,Recomendada,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,sueldo ambiente trabajo oficina seguro medico,45
Oracle,"sueldo, ambiente de trabajo, oficinas, seguro medico",pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,sueldo ambiente trabajo oficina seguro medico,45
Oracle,Recomendada,pros,positive,Prestaciones superiores a la ley Buenas Instalaciones,53,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,prestación superior ley instalación,35
Oracle,Prestaciones superiores a la ley Buenas Instalaciones,pros,positive,Prestaciones superiores a la ley Buenas Instalaciones,53,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,prestación superior ley instalación,35
Oracle,Sueldo bajo considerando otras empresas de faangs,pros,positive,Sueldo bajo considerando otras empresas de faangs,49,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,sueldo considerar empresa faang,31
Oracle,Recomendada,pros,positive,Buenas prestaciones Salario medio Buen equipo,45,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,prestación salario equipo,25
Oracle,Buenas prestaciones Salario medio Buen equipo,pros,positive,Buenas prestaciones Salario medio Buen equipo,45,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,prestación salario equipo,25
Oracle,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas,pros,positive,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas,155,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es,congelamiento salario año feedback necesita nivel apruer promoción efectivo,75
IBM,CSE,pros,positive,"Muy bien todo, excelente ambiente",33,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,excelente ambiente,18
IBM,Bueno,pros,positive,Ambiente laboral es muy bueno,29,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,ambiente laboral,16
IBM,Correcto,pros,positive,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,92,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,reto tecnológico proyecto estés equipo margen aprendizaje,57
IBM,IBM,pros,positive,"Muy bien todo, excelente ambiente",33,3.9,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,excelente ambiente,18
IBM,Evaluaciones por cargo,pros,positive,"Muy bien todo, excelente ambiente",33,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,excelente ambiente,18
IBM,Recomendada,pros,positive,"Muy bien todo, excelente ambiente",33,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,excelente ambiente,18
IBM,"Muy bien todo, excelente ambiente",pros,positive,"Muy bien todo, excelente ambiente",33,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,excelente ambiente,18
IBM,Recomendada,pros,positive,Ambiente laboral es muy bueno,29,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,ambiente laboral,16
IBM,Ambiente laboral es muy bueno,pros,positive,Ambiente laboral es muy bueno,29,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,ambiente laboral,16
IBM,Recomendada,pros,positive,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,92,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,reto tecnológico proyecto estés equipo margen aprendizaje,57
IBM,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,pros,positive,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,92,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,reto tecnológico proyecto estés equipo margen aprendizaje,57
IBM,Presencialidad en oficinas Horarios semi-rígidos,pros,positive,Presencialidad en oficinas Horarios semi-rígidos,48,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es,presencialidad oficina horario semi rígido,42
Apex Systems,Cada vez peor,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,sueldo decente sgmm fun evento snack beer day comida gratis x semana vacación año,81
Apex Systems,Practicas Antagonicas - Cliente es Dios,pros,positive,Buen salario y prestaciones. Nada extraordinario. .,51,1.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,salario prestación extraordinario,33
Apex Systems,Todo se convierte en call center,pros,positive,Pago de nomina a tiempo Buen salario,36,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,pago nomina tiempo salario,26
Apex Systems,Apex Systems,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,3.7,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,sueldo decente sgmm fun evento snack beer day comida gratis x semana vacación año,81
Apex Systems,Evaluaciones por cargo,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,sueldo decente sgmm fun evento snack beer day comida gratis x semana vacación año,81
Apex Systems,Recomendada,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,1.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,sueldo decente sgmm fun evento snack beer day comida gratis x semana vacación año,81
Apex Systems,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,1.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,sueldo decente sgmm fun evento snack beer day comida gratis x semana vacación año,81
Apex Systems,,pros,positive,"-Cambios de horario constantes -Se nota que quieren que sea un puesto de rotación(ahora solo te contratan por 3 meses, en horarios full time de 12 horas y te PAGAN MENOS) -No importa que cumplas en métricas de calidad, eficiencia y puntualidad, tampoco importa que no tengas ninguna ACTA, PIB, CAN RCA, se pueden inventar cualquier excusa para correrte. -Despidos colectivos frecuentes(te dicen que te mandan a la banca de la empresa y al día siguiente te corren) -Te sientes amenazado todo el tiempo con recibir cualquier tipo de amonestación administrativa porque el cliente es totalmente intolerante al más mínimo error. - Te obligan a firmar ""renuncia voluntaria"" para no darte NADA. - Se hacen weyes para pagarte horas extra (literal la gente tuvo que alzar la voz porque a nadie se las pagaron y tuvo que salir el bufón de la empresa a dar la cara).",855,3.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,cambio horario constante notar querer puesto rotación contratar mes horario full time hora pagar importar cump él métricas calidad eficiencia puntualidad importar tengar acta pib can rca inventar excusa correrte despido colectivo frecuente mandar banca empresa correr sentir amenazado tiempo recibir tipo amonestación administrativo cliente totalmente intolerante mínimo error obligar firmar renuncia voluntario darte weyes pagartir hora extra literal gente alzar voz pagar salir bufón empresa cara,498
Apex Systems,Recomendada,pros,positive,Buen salario y prestaciones. Nada extraordinario. .,51,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,salario prestación extraordinario,33
Apex Systems,Buen salario y prestaciones. Nada extraordinario. .,pros,positive,Buen salario y prestaciones. Nada extraordinario. .,51,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,salario prestación extraordinario,33
Apex Systems,"Si tuviste mala experiencia en un inicio con el cliente, para Apex lo es todo y no hay manera de reparar tu relacion por mucho que hagas.",pros,positive,"Si tuviste mala experiencia en un inicio con el cliente, para Apex lo es todo y no hay manera de reparar tu relacion por mucho que hagas.",137,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,tuvistar malo experiencia inicio cliente apex reparar relacion haga,67
Apex Systems,Recomendada,pros,positive,Pago de nomina a tiempo Buen salario,36,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,pago nomina tiempo salario,26
Apex Systems,Pago de nomina a tiempo Buen salario,pros,positive,Pago de nomina a tiempo Buen salario,36,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,pago nomina tiempo salario,26
Apex Systems,"Constante aumento gradual a la carga laboral Contratos ""temporales"" que terminan sin previo aviso",pros,positive,"Constante aumento gradual a la carga laboral Contratos ""temporales"" que terminan sin previo aviso",97,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es,constante aumento gradual carga laboral contrato temporal terminar previo aviso,79
