company,review_title,source_section,label,text,text_length,rating,review_date,source_url,language
Chubb,Flexibilidad Aprendizaje Buen lugar Crecimiento Estabilidad,pros,positive,Flexibilidad Aprendizaje Buen lugar Crecimiento Estabilidad,59,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Infosys,Evaluación continua,pros,positive,Múltiples clientes con los cuales puedes trabajar,49,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Infosys,Recomendada,pros,positive,Múltiples clientes con los cuales puedes trabajar,49,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Infosys,Múltiples clientes con los cuales puedes trabajar,pros,positive,Múltiples clientes con los cuales puedes trabajar,49,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Infosys,Se aprecia que el pipeline de new hires es mayor al número de personal de RH,pros,positive,Se aprecia que el pipeline de new hires es mayor al número de personal de RH,76,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Oracle,somos pollitos de colores,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendado,pros,positive,Prestaciones superiores a la ley Buenas Instalaciones,53,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Mexico,pros,positive,Buenas prestaciones Salario medio Buen equipo,45,2.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Oracle,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,3.6,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Evaluaciones por cargo,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendada,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,"sueldo, ambiente de trabajo, oficinas, seguro medico",pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendada,pros,positive,Prestaciones superiores a la ley Buenas Instalaciones,53,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Prestaciones superiores a la ley Buenas Instalaciones,pros,positive,Prestaciones superiores a la ley Buenas Instalaciones,53,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Sueldo bajo considerando otras empresas de faangs,pros,positive,Sueldo bajo considerando otras empresas de faangs,49,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendada,pros,positive,Buenas prestaciones Salario medio Buen equipo,45,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Buenas prestaciones Salario medio Buen equipo,pros,positive,Buenas prestaciones Salario medio Buen equipo,45,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas,pros,positive,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas,155,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
IBM,CSE,pros,positive,"Muy bien todo, excelente ambiente",33,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Bueno,pros,positive,Ambiente laboral es muy bueno,29,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Correcto,pros,positive,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,92,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,IBM,pros,positive,"Muy bien todo, excelente ambiente",33,3.9,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Evaluaciones por cargo,pros,positive,"Muy bien todo, excelente ambiente",33,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Recomendada,pros,positive,"Muy bien todo, excelente ambiente",33,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,"Muy bien todo, excelente ambiente",pros,positive,"Muy bien todo, excelente ambiente",33,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Recomendada,pros,positive,Ambiente laboral es muy bueno,29,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Ambiente laboral es muy bueno,pros,positive,Ambiente laboral es muy bueno,29,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Recomendada,pros,positive,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,92,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,pros,positive,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,92,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Presencialidad en oficinas Horarios semi-rígidos,pros,positive,Presencialidad en oficinas Horarios semi-rígidos,48,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
Apex Systems,Cada vez peor,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Practicas Antagonicas - Cliente es Dios,pros,positive,Buen salario y prestaciones. Nada extraordinario. .,51,1.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Todo se convierte en call center,pros,positive,Pago de nomina a tiempo Buen salario,36,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Apex Systems,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,3.7,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Evaluaciones por cargo,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Recomendada,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,1.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,1.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,,pros,positive,"-Cambios de horario constantes -Se nota que quieren que sea un puesto de rotación(ahora solo te contratan por 3 meses, en horarios full time de 12 horas y te PAGAN MENOS) -No importa que cumplas en métricas de calidad, eficiencia y puntualidad, tampoco importa que no tengas ninguna ACTA, PIB, CAN RCA, se pueden inventar cualquier excusa para correrte. -Despidos colectivos frecuentes(te dicen que te mandan a la banca de la empresa y al día siguiente te corren) -Te sientes amenazado todo el tiempo con recibir cualquier tipo de amonestación administrativa porque el cliente es totalmente intolerante al más mínimo error. - Te obligan a firmar ""renuncia voluntaria"" para no darte NADA. - Se hacen weyes para pagarte horas extra (literal la gente tuvo que alzar la voz porque a nadie se las pagaron y tuvo que salir el bufón de la empresa a dar la cara).",855,3.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Recomendada,pros,positive,Buen salario y prestaciones. Nada extraordinario. .,51,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Buen salario y prestaciones. Nada extraordinario. .,pros,positive,Buen salario y prestaciones. Nada extraordinario. .,51,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,"Si tuviste mala experiencia en un inicio con el cliente, para Apex lo es todo y no hay manera de reparar tu relacion por mucho que hagas.",pros,positive,"Si tuviste mala experiencia en un inicio con el cliente, para Apex lo es todo y no hay manera de reparar tu relacion por mucho que hagas.",137,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Recomendada,pros,positive,Pago de nomina a tiempo Buen salario,36,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Pago de nomina a tiempo Buen salario,pros,positive,Pago de nomina a tiempo Buen salario,36,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,"Constante aumento gradual a la carga laboral Contratos ""temporales"" que terminan sin previo aviso",pros,positive,"Constante aumento gradual a la carga laboral Contratos ""temporales"" que terminan sin previo aviso",97,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Luxoft,Gran empresa,pros,positive,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",107,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Excelente trabajo,pros,positive,"Prestaciones, horario laboral, proyectos, ""salario""",51,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Buena opción,pros,positive,"Buen ambiente laboral, amigable. Buen paquete de prestaciones. Sueldo competitivo. Oportunidades de crecimiento de carrera. Amplia cartera de clientes. Trabajo remoto.",167,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Luxoft,pros,positive,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",107,3.7,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Evaluaciones por cargo,pros,positive,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",107,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Recomendada,pros,positive,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",107,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",pros,positive,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",107,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Recomendada,pros,positive,"Prestaciones, horario laboral, proyectos, ""salario""",51,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,"Prestaciones, horario laboral, proyectos, ""salario""",pros,positive,"Prestaciones, horario laboral, proyectos, ""salario""",51,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Ya no se han tenido ajustes salariales desde la pandemia/desde que Luxoft pasó a ser parte de DXC,pros,positive,Ya no se han tenido ajustes salariales desde la pandemia/desde que Luxoft pasó a ser parte de DXC,97,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Recomendada,pros,positive,"Buen ambiente laboral, amigable. Buen paquete de prestaciones. Sueldo competitivo. Oportunidades de crecimiento de carrera. Amplia cartera de clientes. Trabajo remoto.",167,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Me parece que no hay desventajas.,pros,positive,"Buen ambiente laboral, amigable. Buen paquete de prestaciones. Sueldo competitivo. Oportunidades de crecimiento de carrera. Amplia cartera de clientes. Trabajo remoto.",167,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Preguntas frecuentes sobre las evaluaciones de Luxoft,pros,positive,"de trabajar en Luxoft según las evaluaciones de empleados reales? Los usuarios dicen... "" ' Good salary and easy "" "" 1) Good work life balance 2) HR is extremely",161,3.7,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Luxoft,pros,positive,"de trabajar en Luxoft según las evaluaciones de empleados reales? Los usuarios dicen... "" ' Good salary and easy "" "" 1) Good work life balance 2) HR is extremely",161,3.7,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
